input_name
โต๊ะขาพับ F/N 120x60x75 ซม. หน้าไม้โฟเมก้าขาว1 ตัว+ เก้าอี้ยาว 120x30x45 ซม. หน้าโฟเมก้าขาว 2 ตัว
"ชั้นเก็บแฟ้มเอกสาร 4 ชั้น 40 แฟ้ม (สีเทา, สีครีม), W91xD30xH176 cm."
ตู้ 2 บานเปิด มือจับบิด F/N 91x45x183 cm.สีครีมหรือเทาเข้ม
โต๊ะพับอเนกประสงค์ หน้าโฟเมก้า ขาว TF-80180 180*76*75 cm.
KENDO 15133 ประแจเลื่อน (ชุบโครเมี่ยม) 250mm/10นิ้ว
กุญแจหกเหลี่ยม 9 ตัวชุด SONIC หัวตัดมิล 1.5-10 มม. (แผง 9 ตัวชุด)
คีมปากจิ้งจก 8 นิ้ว ทาจิม่า SHP-C8
ปากกามาร์คเกอร์ 2 หัว (แพ็ค5ด้าม) คละสี ตราม้า
ยางลบดินสอตราม้า
ปากกาลูกลื่น 0.5มม. (50ด้าม) น้ำเงิน ควอนตั้ม SKATE-111
ปากกาเน้นข้อความ (แพ็ค4ด้าม) คละสี เพนเทล SL60-4
ดินสอดำ HB (แพ็ค 50 แท่ง) คละสี มาสเตอร์อาร์ต
ปากกาลบคำผิด 7 มล. (แพ็ค2ด้าม) ลิควิดเปเป้อร์ NP-10
คลิปบอร์ด A4 สีดำ ตราม้า H-99
เครื่องเย็บกระดาษ คละสี ฟลามิงโก้ F-45R
ลวดเย็บกระดาษ No.10-1M (แพ็ค 24 กล่อง) YOYA
ที่ถอดลวด โรบิน 469
มีดคัตเตอร์ SDI 3000C
ใบมีดคัดเตอร์ 18มม. รันจิ A-0558
กรรไกร 1490 9 นิ้ว ตราช้าง Premium ll OFP
เครื่องเจาะ คาร์ล 85
แผ่นยางรองตัด 30x45 ซม. A3 อินคา
ไม้บรรทัดพลาสติก 12 นิ้ว พี.เค. New 600
ลวดเสียบ (กล่อง 300 ตัว) แอโรว์ AR-01
คลิปดำ 41 มม. (กล่อง 12 ตัว) ตราช้าง E109
กล่องเก็บเอกสารดำ บี - เบิร์ด NK-44
หมึกเติมแท่นประทับสีน้ำเงิน
เทปย่น 36 มม. X 9 หลา
กาวแท่งช้าง 25 กรัม (แพ็ค 6 แท่ง) ขาว 3M 6025
เทปใส แกน 1 นิ้ว 3/4 X 36 หลา (แพค 6 ม้วน) สก๊อต 500
เทปกาวสองหน้าแบบบาง 24 มม.x20 หลา (แพ็ค3ม้วน) OFFICEMATE
แท่นตัดเทป แกน 1 นิ้ว ตราม้า H-15
เทปโฟม 21 มม.x10 ม. อาร์มสตรองค์ WF-1010
ซองขาวเบอร์ 9/125 (แพค 100 ซอง)
ซองเอกสารน้ำตาล 10x14 นิ้ว 125 แกรม 55 KA (แพ็ค 50 ซอง)
สมุดบันทึก 5/100 70 แกรม (2 เล่ม/แพ็ค) OFFICEMATE
กระดาษถ่ายเอกสาร A4 80 g. (5 รีม /แพค ) ยี่ห้อ One
ซองเอกสารพลาสติก 11 รู (แพ็ค 100 ซอง)
ลิ้นแฟ้มพลาสติก (กล่องละ 50 ชิ้น) เบนน่อน
ถาดเอกสารลวดชุบสี 3 ชั้น ดำ ONE
ตู้เอกสาร 5 ชั้น โครงดำ-ลิ้นชักใส ออร์ก้า TCB-5
ปลั๊กไฟ 5ช่อง 5สวิตช์ สาย 5 เมตร สีขาว Electon TE-2155
เครื่องคิดเลขโอลิมเปีย GX120ST
แฟ้มแขวน F4 ฟ้า (10 เล่ม) ตราช้าง 925
"แฟ้มสันกว้าง F4 สัน 3"" ดำ (แพ็ค3เล่ม) ตราม้า H-103"
รถเข็นช้อปปิ้งแบบลังตะแกรง ความจุ 150 ลิตร
รถเข็น โนเบิลลิฟ ขนาด 61*91*86 ซม.
โต๊ะทำงาน เชอร์รี่+ดำ STB ST-120A ขนาดสินค้า (กว้าง x ลึก x สูง) : 120 x 60 x 75 ซม.
เก้าอี้สำนักงาน Furradec รุ่น Nizza สีดำ
เก้าอี้จัดเลี้ยง
ตู้เอกสารสูงบานเปิด เชอร์รี่-ดำ STB ST080-HD
ตู้ใส่แฟ้มแขวน 4 ชั้น Lecca ขนาด 46x62x132 cm.
ตู้เก็บกุญแจ ครีม เอเพ็กซ์ AP-0060
เทปผ้า 2 นิ้ว x 9 หลา สีเทา
ปากกาแดง 1 โหล
ปากกาไวท์บอร์ด สีน้ำเงิน
ตู้เอกสารไม้เคลือบปิดผิวบานเปิด 2 ชั้นแบบล็อคได้ ขนาด 80 * 40*84 cm.
ชุดดอกสว่าน
เครื่องเจียรขนาด 4 นิ้ว
ไขควงกันแรงดันไฟฟ้า 1000 โวลท์
เครื่องเป่าลมแบบมือถือ
คีมปากจิ้งจก 180 มม.
คีมตัดสายไฟ 6 นิ้ว
คีมปากแหลม/ปากจระเข้/UNIOR 5 1/2 นิ้ว
คีมปอกสาย AUTO MAIC
คีมย้ำหางปลา
กล่องเครื่องมือ 1 ชั้น
ไขควงชุด
คีมล็อก 10R / VISE QEIP
ค้อนยาง
ค้อนหงอนด้ามยาว
ค้อนปอนด์ 2 ปอนด์
ตลับเมตร สแตนเล่ย์ 5 ม. / STANLEY
บันไดอลูมิเนียม 10 ฟุต
"ประแจคอม้า 4"" ด้ามยาว ขาคู่"
ประแจหกเหลี่ยมตัวแอล แบบหุนหัวบอล
ประแจเลื่อนบาร์โก้ 6 นิ้ว
สว่านมือ
ดอกสว่านสแตนเลสเจาะเหล็ก
เทปพันเกลียว ระบบประปา
เทปพันสายไฟ แบบธรรมดา
เก้าอี้พลาสติกสีขาว
เลเซอร์พ้อยเตอร์ 3 IN 1 อินฟินิตี้ AP
"กรรไกร 6 1/2"""
กระดาษ A3 (70 แกรม)
"กระดาษ A4 80G เขียว,ชมพู,เหลือง อย่างละ 5"
กระดาษกาวย่น ขนาด 1.5 cm
กระดาษกาวสองหน้า (เทปโฟม)
กระดาษถ่ายเอกสาร F4
กล่องเอกสารสำเร็จรูป PR(F4) (1*5)
กาวแท่งเล็ก8.2 กรัม
กาวน้ำ ออร์ก้า ขวดสามเหลี่ยม 90 ซีซี
รถเข็น พับได้
ดอลลี่พื้นพลาสติก รับน้ำหนัก 150กก.
ดอลลี่พื้นเหล็ก รับน้ำหนัก 500กก.
คลิปดำ 2 ขา 108 (1*12)
เครื่องคิดเลข ชาร์ป EL421M
เครื่องเจาะกระดาษ 30 เจาะหนา 10 แผ่น
เครื่องตัดกระดาษ 10x12 นิ้ว
ซองจดหมายสีขาว #9
ซองน้ำตาล A4
ซองใส่บัตร+คลิป
ดินสอตราม้า
ตู้เอกสาร 5 ชั้น
กล่องพลาสติกใส ฝาปิด 10ลิตร
ถังขยะเหลี่ยม เหยียบ(เทา) 68ลิตร ***ใช้ทั่วไป
ผ้ากันเปื้อนหนัง
รถเข็นพลาสติก 3ชั้น
บรรไดทรง A 4ชั้น
ไม้กวาดพลาสติกอเนกประสงค์ 40 ซม.
ที่โกยผงพลาสติกพร้อมจับยึดไม้กวาด
แฟ้มแขวนเขียว 905-F
แฟ้มโชว์เอกสารสันรูด สีขาว (1*6)
แฟ้มซองใส A4(1*12)
แฟ้มสันกว้างตราช้าง 120 A4 (1*6)
ชั้นวางของสแตนเลส
ถุงมือพีวีซี
ถุงมืองานเชื่อม
หิ้งพระ 40 ซม
เม็ดแม่เหล็กติดบอร์ดขนาด 3 ซม./กล่องละ 50 เม็ด/คละสี
ชุดแก้วน้ำดื่ม
"กระจกปูโต๊ะ สำหรับ TC-3060, 5mmt."
โฟมช่วยชีวิต
ไม้ช่วยชีวิต
เหล็กเสียบบิล
พานพุ่ม
โต๊ะหมู่บูชาสำหรับวันสำคัญ
พระพุทธรูป
เครื่องพ่นน้ำแรงดันสูง
ที่งัดแม็ค
วิทยุสื่อสาร
เสาอากาศ
"ห่วงชูชีพ 24"""
แปรงลบกระดาน
ถ่านอัลคาไลน์ AA (แพ็ค10ก้อน) ทอง Panasonic LR6T/10SL
ตะเกียงน้ำมันสแตนเลสแบบมีขา
เครื่องเล่นดีวีดี
พระบรมฉายาลักษณ์ในหลวง ร.10 และ ราชินี พร้อมขาตั้งรูป ( 1 ชุด )
Plastic chair backrest (เก้าอี้พลาสติกพนักพิง สีน้ำเงิน สีแดง)
Board Size 60x90cm. Brand One/บอร์ดแขวนผนังกำมะหยี่ กรอบไม้ 60x90cm. ยี่ห้อ One ขอบไม้แท้
Magnetic for write board / เม็ดแม่เหล็กติดบอร์ดขนาด 3 ซม./กล่องละ 50 เม็ด/คละสี
"Chair, FURNINE, DC-61V / เก้าอี้โครงเหล็กชุบโครเมี่ยม หุ้มหนัง, W44xD50xH87 cm."
Whiteboard / กระดานไวท์บอร์ดแขวนผนังธรรมดา 80*120 ซม. / B-8012
"Chair, FURNINE, VC-816 / เก้าอี้ขาพ่น (สีฟ้า), W45xD53xH83 cm."
White board code BS-9012 /กระดานไวท์บอร์ดขาตั้ง 1 หน้า 90x120 cm. ธรรมดา
Stainless chair /เก้าอี้กลมสแตนเลส ขากลม ขนาดที่นั่ง 30ซม. สูง 20 ซม.
Plastic chair blue /เก้าอี้พลาสติกสีน้ำเงินไม่มีแขน กว้าง 48 ลึก 51 สูง 81 ซม. Super ware CH-50
"Chair, FURNINE, CHAIR-CS-47CD / เก้าอี้กลมสแตนเลส, W29xD29xH47 cm."
KEY HOLDER BOX / ตู้กุญแจ 20 ชุด ก16*8*ส20 ซม. / D-AP-0080
Cabinet / ตู้บานเลื่อนกระจก LUCKY /L-LCG-12110-18 / 120x45x110 cm. สีครีม
ACRYLIC PARTITION ON DESK/แผ่นอะคริลิค 3 มม 140*60 ซม.
"Furniture & Fixture: Chair, ASAHI, NS5A(PU) / เก้าอี้สำนักงาน ปรับสูงต่ำด้วยโช๊ค PU (สีฟ้า), W58xD62xH84 cm."
"Furniture & Fixture: Chair, ASAHI, SC-02(PU) / เก้าอี้สำนักงานพนักพิงสูง ปรับสูงต่ำด้วยโช๊ค PU (สีดำ), W64xD68xH99 cm."
"Furniture & Fixture: Chair, ASAHI, SC-08 / เก้าอี้สำนักงาน ปรับสูงต่ำด้วยโช๊ค PU (สีฟ้า), W62xD63xH87 cm."
Furniture & Fixture: Cabinet ตู้บานเลื่อนกระจก LUCKY : LCG-12110
"Furniture & Fixture: Locker, FURNINE, LK-112 / ตู้ล็อกเกอร์ 12 ประตู มีกุญแจล็อคพร้อมสายยู (สีเทาสลับ), W91xD45xH183 cm."
"Furniture & Fixture: Chair, ASAHI, NS5(PU) / เก้าอี้สำนักงาน ปรับสูงต่ำด้วยโช๊ค PU (สีฟ้า), W49xD62xH84 cm."
Furniture & Fixture: Chair : A-NS4(PU) / เก้าอี้ ไม่แขน PU ยี่ห้อ ASAHI
Other Fixed Assets: White Board 1 Side  60cm*90cm./กระดานไวท์บอร์ดแบบติดแม่เหล็กได้ 1 หน้าพร้อมโครงล้อเลื่อนขนาด(60cm x 90 c
Furniture & Fixture: Multipurpose Table Size 100x60x75 (TF-60100)
"Furniture & Fixture: Locker, FURNINE, LK-118 / ตู้ล็อกเกอร์ 18 ประตู มีกุญแจล็อคพร้อมสายยู (สีเทาสลับ, สีครีม), W91xD45xH183 cm."
Furniture & Fixture:Locker 18 Layers Brand Lucky Model L-LK-6118-180 Size W91xD45xH183cm.Grey c.
Furniture & Fixture:Write Board 1 Side+Leg+Wheels Size 200x120 cm. บอร์ดขาตั้ง 1 หน้า ขนาด 200*120cm.
Furniture&Fixture: Sliding closet mirror ตู้บานเลื่อนกระจกสูง กว้าง 91 ลึก 45 สูง 183 ซม. สีน้ำเงิน/Lucky Wold/Model KSG-914
Whiteboard magnetic 1 Side+Wheels Model BMS-1218 size 120*180cm. (เเบบเเม่เหล็ก 1หน้ามีล้อ พร้อมที่วางแปรง และปากกา)
Furniture & Fixture: CHAIR FURNINE BS8-L Black color / เก้าอี้  FURNINE BS8-L สีดำ
Furniture & Fixture: Chair/เก้าอี้ PU ดำ มีแขน โช๊ค/โยก/ขาอลูมิเนียมเงา รุ่น IM-004
Furniture & Fixture/ Stainless Table 110x70 (Stainless204หนา 0.4 mm)
"Furniture & Fixture: Table, FURNINE, TF-60150 / โต๊ะอเนกประสงค์ขาพับ หน้าเมลามีน (สีขาว), W150xD60xH75 cm."
Furniture & Fixture:Meeting Table Brand Furnine top melamine 25 mm. / โต๊ะประชุม size 200x120x75 cm.(พร้อมฝาครอบรางไฟแผ่นฟลิปไม้พร้อมขนแปรง 30x12 cm.) (พร้อมรางเหล็กพ่นสีสำหรับวางปลั๊ก 3 ตา 50x9x9 cm.) สีเมเปิ้ล
Furniture & Fixture:CHAIR เก้าอี้ไม่มีท้าวแขน หุ้มหนัง โช๊คเเก๊ส ไม่โยก ขาไฟเบอร์ ขนาด 47*58*86 cm. สีดำ
Furniture & Fixture: Cabinet :Whiteboards scroll wheel/กระดานไวท์บอร์ดแบบตั้งล้อเลื่อน 120*180
"Furniture & Fixture: Whiteboard, FURNINE, BS-1224 / กระดานไวท์บอร์ดขาตั้ง 1 หน้า มีล้อ แบบธรรมดา, W120xL240 cm."
Furniture & Fixture: SINK / ตู้จัมโบ้ ซิงค์ขนาด 100*54*190 ซม. สีเทา
Furniture & Fixture:Sliding glass cabinet/ตู้บานเลื่อนกระจก ครีมสีเดียว 90*45*110 ซม. Lucky
BS9-4(HV) เก้าอี้ โช๊ค หนัง โช๊ค ไม่มีท้าวแขน ขาไฟเบอร์ หนังฟ้า50*62*87
Furniture & Fixture: Sink / อ่างล้างมือเท้าเหยียบ ขนาดเล็กขนาดรวม ยาว 40 ลึก 52 สูง 80 ซม.หลุม ยาว 32 กว้าง 38 ลึก 25 ซม
"Furniture & Fixture: Table, FURNINE, TF-45180 / โต๊ะอเนกประสงค์ขาพับ หน้าเมลามีน (สีขาว), W180xD45xH75 cm."
Furniture & Fixture :BOARD/บอร์ดกำมะหยี่สีน้ำเงิน 1 ด้าน /แบบตั้ง ล้อเลื่อน/Size 120x150 cm.
"Furniture & Fixture: Chair, FURNINE, DC-19S / เก้าอี้สำนักงาน ปรับสูงต่ำด้วยโช๊ค PVC (สีดำ), W54xD60xH90 cm."
Furniture & Fixture Carbinet / ตู้ไม้เมลามีน กว้าง150 ลึก54 สูง82 cm.
Furniture & Fixture: SHOE CABINET/ ตู้รองเท้า 30 ช่อง 180*30*120 เมลามีน / SHOE-30H(M)
D-1203 Desk/โต๊ะ 2 ลิ้นชักขวา ผิวพีวีซี มีคิ้วยางรอบขา สีครีม ขนาด 120*75*75 ซม.
Furniture & Fixture  Cabinet /ตู้เหล็กเก็บเอกสาร 2 บานเปิด (สีครีม)/Lucky/L-LCD-9110-180/90x45x110 cm.
Furniture & Fixture  Chair / เก้าอี้ตาข่ายดำ มีท้าวแขน ปรับสูง-ต่ำด้วยโช๊คแก๊ส โยกเอนได้ ขาเหล็กชุบ IM-007 / ขนาด 56*54*60
Furniture & Fixture: Chair Brand Sure Model PB-190H /เก้าอี้ผู้บริหาร ยี่ห้อ Sure รุ่น PB-190H  สีดำ  ขนาด 63.5x70.5x115CM.
Furniture & Fixture: Document Cabinet/ตู้บานเลือนกระจก Furnine (W)88x(L)40.7x(H)88 cm.
Furniture & Fixture: Multipurpose Cabinet / ตู้กับข้าว Aluminium Sanki W104.5 x H168 cm.
CABINET / ตู้ไม้ บานเปิดกระจก กว้าง 80 ลึก 40 สูง 160 ซม. โครงสร้างเป็นเมลามีน 25 มม. จำนวนแผ่น 5 ชั้น (สีขาว)
"Furniture & Fixture: Whiteboard, FURNINE, BMS-9018 / บอร์ดขาตั้ง 1 หน้า มีล้อ แบบแม่เหล็ก, W90xL180 cm."
"Furniture & Fixture: Table, FURNINE, TF-60120 / โต๊ะขาพับ 120x60x75 cm. F/N หน้าขาว ขาเหล็กพับได้ ชุบโครเมี่ยม"
"Furniture & Fixture: Desk, LUCKY, TC-2648 / โต๊ะเหล็ก-หน้ายาง (สีเทา), W121.9xD61xH75 cm."
Furniture&Fixture: Locker / ตู้ล็อคเกอร์ไม้ 112 ช่อง พร้อมกุญแจล็อค ขนาดภายนอก 110*30*190 cm.
Furniture&Fixture: Cabinet : ตู้บานเลื่อนกระจก 4 ฟุต LUCKY 118*40*88 cm. สองแผ่นชั้น สีครีม / L-DG-324-160
Micro Rack size 100cm*50cm*200cm /แผ่นชั้น ขนาด 100cm*50cm*200cm Model MR-105A
Furniture&Fixture: Kitchen Cabinet / ตู้กับข้าวโครงเหล็ก 4 ฟุต สีชา / ก120.5 ล51 ส181.5ซม. บนเปิดกระจก 3 ช่อง (บนไปล่าง) รุ่น SKS-A40
Dining table size 120 x 60 x 75 cm. with chair 2 units for External Warehouse/โต๊ะขาพับ F/N 120x60x75 ซม. หน้าไม้โฟเมก้าขาว1 ตัว+ เก้าอี้ยาว 120x30x45 ซม. หน้าโฟเมก้าขาว 2 ตัว
Kitchen cabinet with aluminum 1 unit/ตู้เก็บของอลูมิเนียม Sanki SKS30 แบบบานเปิด 3 ชั้น ขนาดกว้าง 84 ลึก45.5 สูง 155.5 cm/for External Warehouse
"Furniture & Fixture: Cabinet, FURNINE, S-666 / ชั้นเก็บแฟ้มเอกสาร 4 ชั้น 40 แฟ้ม (สีเทา, สีครีม), W91xD30xH176 cm."
Furniture & Fixture:Medicine cabinet/ตู้ยาสามัญประจำบ้านแบบล็อค (30x12x45 cm.) ตู้สแตนเลส หน้าบานกระจก ล็อกได้ ยี่ห้อ Sure
Safe brand : kingdom Model : L-SA-825 / ตู้นิรภัย มอก 110 กก 52.8*46.3*71.6
Furniture & Fixture:Mutipurpose File Cabinet/ตู้ 2 บานเปิดเตี้ย มือจับฝัง F/N 91x45x120 cm.สีครีมและเทาสลับ
Furniture & Fixture:Mutipurpose File Cabinet/ตู้ 2 บานเปิด มือจับบิด F/N 91x45x183 cm.สีครีมหรือเทาเข้ม
Furniture & Fixture:Conference table / โต๊ะประชุมเหลี่ยม 300x120x75 ซม.
Furniture & Fixture: Leather Chair / เก้าอี้สำนักงาน ปรับสูงต่ำได้ด้วยเกลียวหนัง PVC (สีดำ) W57xD65xH86 cm.
Kitchen cabinet / ตู้ครัวเมลามีน W150*L54*H82 สองบานเปิดซ้าย / สีบีช
"Furniture & Fixture: Cabinet / ตู้กับข้าว 4 ชั้น 45 x 88.5 x 133 ซม. สีเทา,ขาว"
Furniture & Fixture: Sink / อ่างล้างมือเท้าเหยียบ  ยาว 80 x กว้าง 70 x สูง 83 ซม. หลุม ยาว 60 x กว้าง 50 x ลึก 25 ซม
Furniture & Fixture:Folding Table/โต๊ะพับอเนกประสงค์ หน้าโฟเมก้า ขาว TF-80180 180*76*75 cm.
"Furniture & Fixture: Rack, FURNINE, IES-011 / ชั้นเหล็ก 6 แผ่นชั้น (สีเทาเข้ม, สีครีม), W180xD60xH180 cm."
"โต๊ะเหล็ก-หน้ายาง (สีเทา), W106.7xD61xH75 cm."
"กระจกปูโต๊ะ สำหรับ TC-2642, 5mmt."
"โต๊ะเหล็ก-หน้ายาง (สีเทา), W152xD61xH75 cm."
"กระจกปูโต๊ะ สำหรับ TC-3060, 5mmt."
